,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
794,2021_CEBBS_65546_30,Bid Identification No. EE-AID-12-2020-21,Protection to scoured bank on Lingara left near village Majhika of Banarpal Block.,Protection to scoured bank on Lingara left near village Majhika of Banarpal Block.,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,19-Jan-2021 10:00 AM,NA ,90.0,No ,No,Online,29-Jan-2021 11:00 AM,CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Headworks Division Samal,Angul,759143.0,1.0,,AJAY KUMAR BEHERA,"693,748",Accepted-AOC,21-May-2021,CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Headworks Division Samal,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 2, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Preparedness Measures,"{'Protection': 2, 'scoured': 2, 'Scoured bank': 2}",2021_05,NA,Anugul,NA,Anugul,"'MAJHIKA', 'BANARPAL'",BANARPAL,,BANARPAL,BANARPAL,BANARPAL
1433,2021_IDCO_67313_1,BLS/CIV/ E-01/20-21,"Construction of RCC Drain in front of Ms. B and A Packaging India Ltd. At Industrial Area, Balgopalpur, Balasore","Construction of RCC Drain in front of Ms. B and A Packaging India Ltd. At Industrial Area, Balgopalpur, Balasore",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,19-Mar-2021 03:00 PM,NA ,90.0,No ,No,Online,31-Mar-2021 12:00 PM,IDCO||IDCO||IDCO,"Indutrial Area Balagoplapur, Balasore",756001.0,2.0,,SRI JAGAJJIBAN DASH,"1,606,318",Rejected-AOC,30-Jul-2021,IDCO||IDCO||IDCO,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Pre-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2021_07,NA,Anugul,NA,Anugul,,,,,BANARPAL,BANARPAL
1697,2021_CEBBS_68902_1,Bid Identification No.EEMID 02 of 2021-22,Construction of overpass for elephant corridor over left main canal at RD.810m of Manjore Irrigation Project,Construction of overpass for elephant corridor over left main canal at RD.810m of Manjore Irrigation Project,Works,Open Tender,Percentage,Civil Works - Bridges,No,No,NA ,08-Jun-2021 10:00 AM,NA ,90.0,No ,No,Online,01-Jul-2021 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,Athmallik,759125.0,2.0,,PRADYUMNA KUMAR PRADHAN,"6,089,373",Rejected-Finance,20-Sep-2021,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 2, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,False,Repair and Restoration,{'Construction': 2},2021_09,NA,NA,Anugul,Anugul,,,,,BANARPAL,BANARPAL
1698,2021_CEBBS_69540_1,EEMID No.04/2021-22,Construction of overpass for elephant corridor over Right Main Canal at RD 420m and1105m of Manjore Irrigation Project.,Construction of overpass for elephant corridor over Right Main Canal at RD 420m and 1105m of Manjore Irrigation Project.,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,06-Jul-2021 10:00 AM,NA ,90.0,No ,No,Online,29-Jul-2021 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,Athmallik,759125.0,2.0,,TAPAS KUMAR PANDA,"5,308,718",Rejected-Finance,27-Sep-2021,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 2, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,False,Repair and Restoration,{'Construction': 2},2021_09,NA,NA,Anugul,Anugul,,,,,BANARPAL,BANARPAL
1808,2021_CEBBS_67763_21,Bid Identification No. EE-AID-1-2021-22,Flood protection work on right side scoured bank of Nahurani Nallah near village Dangapal of Chhendipada Block.,Flood protection work on right side scoured bank of Nahurani Nallah near village Dangapal of Chhendipada Block.,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,16-Apr-2021 10:00 AM,NA ,90.0,No ,No,Online,27-Apr-2021 10:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,Angul,759143.0,1.0,,Gouri Shankar sethi,"1,072,239",Rejected-Finance,18-Oct-2021,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 2, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 2, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 2, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Pre-Monsoon,,False,False,Preparedness Measures,"{'Protection': 2, 'scoured': 2, 'Scoured bank': 2, 'Flood Protection work': 2}",2021_10,NA,Anugul,NA,Anugul,"'DANGAPAL', 'CHHENDIPADA'",CHHENDIPADA,,,CHHENDIPADA,CHHENDIPADA
2286,2021_RWSS_70806_2,04/SE/RWSS/ANGUL/2021-22(JJM),"RPWS schemes from 40LPCD to 70LPCD to villages Housing Board Colony, Bidyut Colony, Munda Bazar and Ekagharia under Talcher and Banarpal Block.","Retrofitting for RPWS scheme from 40LPCD to 70LPCD to village Housing Board Colony, Bidyut Colony, Munda Bazar, Ekagharia under Talcher and Banarpal Block in Angul District.",Works,National Competitive Bid,Turn-key,Civil Works - Water Works,No,No,NA ,06-Sep-2021 01:00 PM,NA ,120.0,No ,No,Online,16-Sep-2021 03:00 PM,Rural Water Supply and Sanitation||RWSS Circle Bhubaneswar||EE RWSS Divn Angul,Angul,759100.0,2.0,"1,38,71,000",AJIT SINGH,"11,792,148",Accepted-AOC,28-Jan-2022,Rural Water Supply and Sanitation||RWSS Circle Bhubaneswar||EE RWSS Divn Angul,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 1, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,False,Repair and Restoration,{'Retrofitting': 1},2022_01,NA,Anugul,NA,Anugul,"'EKAGHARIA', 'BANARPAL'",BANARPAL,,BANARPAL,BANARPAL,BANARPAL
2294,2021_CEBBS_71971_1,EEMID-06/2021-22,Improvement to RR Colony at Saradhapur including extension of Recreation Centre and Bathing ghat of Manjore Irrigation Project.,Improvement to RR Colony at Saradhapur including extension of Recreation Centre and Bathing ghat of Manjore Irrigation Project.,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,28-Oct-2021 10:00 AM,NA ,90.0,No ,No,Online,15-Nov-2021 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,Athmallik,759125.0,1.0,"12,59,078",SATYABADI BEHERA,"1,070,342",Rejected-Finance,04-Feb-2022,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 2, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Repair and Restoration,"{'improvement': 2, 'extension': 2}",2022_02,NA,NA,Anugul,Anugul,'SARADHAPUR',KANIHA,,SARADHAPUR,BANARPAL,BANARPAL
2295,2021_CEBBS_71971_2,EEMID-06/2021-22,Reservoir periphery development works like improvement to right side Dam area of Manjore Irrigation Project.,Reservoir periphery development works like improvement to right side Dam area of Manjore Irrigation Project.,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,28-Oct-2021 10:00 AM,NA ,90.0,No ,No,Online,15-Nov-2021 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,Athmallik,759125.0,1.0,"12,18,554",SRADHANJALI PRADHAN,"1,035,893",Rejected-Finance,04-Feb-2022,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 2, 'dam': 2, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Repair and Restoration,{'improvement': 2},2022_02,NA,NA,Anugul,Anugul,,,,,BANARPAL,BANARPAL
2296,2021_CEBBS_71971_3,EEMID-06/2021-22,"Improvement to Siabereni minor and its system , Routpada minor and its system of RMC of Manjore Irrigation Project.","Improvement to Siabereni minor and its system , Routpada minor and its system of RMC of Manjore Irrigation Project.",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,28-Oct-2021 10:00 AM,NA ,90.0,No ,No,Online,15-Nov-2021 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,Athmallik,759125.0,1.0,"10,74,382",Srikanta Sethy,"913,332",Rejected-Finance,04-Feb-2022,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 2, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Repair and Restoration,{'improvement': 2},2022_02,NA,NA,Anugul,Anugul,,,,,BANARPAL,BANARPAL
2297,2021_CEBBS_71971_4,EEMID-06/2021-22,Improvement to RR Colony at Patrapada for oustees of village Bishwanathpur of Manjore Irrigation Project.,Improvement to RR Colony at Patrapada for oustees of village Bishwanathpur of Manjore Irrigation Project.,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,28-Oct-2021 10:00 AM,NA ,90.0,No ,No,Online,15-Nov-2021 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,Athmallik,759125.0,1.0,"22,20,388",SUBRAT KHAMARI,"1,887,552",Rejected-Finance,04-Feb-2022,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Manjore Irr.Divn. Athamalik,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 2, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Repair and Restoration,{'improvement': 2},2022_02,NA,NA,Anugul,Anugul,"'PATRAPADA', 'BISHWANATHPUR'",KISHORENAGAR,,,BANARPAL,BANARPAL
