class,age,male,female
0,0 to 1,1402.98,1238.89
1,1 to 5,5416.02,4774.28
10,10 to 15,7499.13,6703.77
15,15 to 20,8389.83,7662.72
20,20 to 25,9277.92,8471.15
25,25 to 30,8968.91,8620.22
30,30 to 35,8822.65,8101.18
35,35 to 40,8148.39,7503.01
40,40 to 45,7174.56,6493.44
45,45 to 50,6321.76,5748.16
5,5 to 10,6854.81,6089.8
50,50 to 55,5379.81,5054.7
55,55 to 60,4853.33,4204.25
60,60 to 65,3617.18,3147.19
65,65 to 70,2569.99,2241.64
70,70 to 75,1695.92,1699.56
75,75 to 80,1197.08,1180.49
80,80 and over,1067.11,1111.59
