class,age,male,female
0,0 to 1,787.75,719.72
1,1 to 5,3041,2773.55
10,10 to 15,3999.75,3816.32
15,15 to 20,4031.2,3901.94
20,20 to 25,4099.8,3957.14
25,25 to 30,4050.99,3818.25
30,30 to 35,3784.92,3643.09
35,35 to 40,3615.44,3363.09
40,40 to 45,3196.82,3088.75
45,45 to 50,2936.79,2689.95
5,5 to 10,3819.68,3532.25
50,50 to 55,2348.8,2318.14
55,55 to 60,2081.16,1859.51
60,60 to 65,1511.25,1552
65,65 to 70,1076.44,1115.49
70,70 to 75,654.8,705.71
75,75 to 80,364.92,418.08
80,80 and over,291.11,325.83
