class,age,male,female
0,0 to 1,1181.87,1092.97
1,1 to 5,4562.45,4211.95
10,10 to 15,5541.61,5294.12
15,15 to 20,5566.83,5519.25
20,20 to 25,5360.28,4960.92
25,25 to 30,5139.77,4869.32
30,30 to 35,5024.08,4852.15
35,35 to 40,4854.51,4513.38
40,40 to 45,4351.99,4299.3
45,45 to 50,3918.96,3752.94
5,5 to 10,5200.06,4861.58
50,50 to 55,3413.18,3419.64
55,55 to 60,3066.81,3144.93
60,60 to 65,2859.99,2865.85
65,65 to 70,2028.95,2108.74
70,70 to 75,1254.92,1413.35
75,75 to 80,682.02,878.27
80,80 and over,611.75,784.14
