class,age,male,female
0,0 to 1,1281.85,1096.96
1,1 to 5,4948.4,4227.33
10,10 to 15,6746.15,6213.91
15,15 to 20,6467.18,6405.69
20,20 to 25,6718.43,6511.13
25,25 to 30,6603.65,6193.89
30,30 to 35,6525.99,6055.43
35,35 to 40,6025.9,5495.76
40,40 to 45,5273.77,4878.07
45,45 to 50,4634.3,4192.27
5,5 to 10,5953.26,5219.08
50,50 to 55,3914.58,3760.33
55,55 to 60,3516.01,3151.21
60,60 to 65,2892.59,2683.94
65,65 to 70,2034.68,1824.3
70,70 to 75,1350.61,1295.92
75,75 to 80,797.63,772.02
80,80 and over,726.67,673.9
