class,age,male,female
0,0 to 1,691.12,624.29
1,1 to 5,2667.98,2405.8
10,10 to 15,3957.92,3656.49
15,15 to 20,4022.71,3928.87
20,20 to 25,4497.25,4265.83
25,25 to 30,4425.63,4233.58
30,30 to 35,4171.52,3906.59
35,35 to 40,3917.39,3698.22
40,40 to 45,3580.19,3397.45
45,45 to 50,3213.6,3031.61
5,5 to 10,3406.82,3043.39
50,50 to 55,2754.39,2699.29
55,55 to 60,2375.38,2290.37
60,60 to 65,1994.66,1838.72
65,65 to 70,1518.52,1495.84
70,70 to 75,1073.12,1156.43
75,75 to 80,790.24,804.7
80,80 and over,630.97,682.41
