class,age,male,female
0,0 to 1,978.67,837.55
1,1 to 5,3778.04,3227.64
10,10 to 15,5150.61,4744.3
15,15 to 20,4937.98,4891.05
20,20 to 25,5129.78,4971.55
25,25 to 30,5042.14,4729.28
30,30 to 35,4982.66,4623.42
35,35 to 40,4600.85,4196.2
40,40 to 45,4026.69,3724.72
45,45 to 50,3538.54,3201.15
5,5 to 10,4545.27,3984.8
50,50 to 55,2989.02,2871.35
55,55 to 60,2684.68,2406.2
60,60 to 65,2208.64,2049.34
65,65 to 70,1553.57,1393.01
70,70 to 75,1031.21,989.54
75,75 to 80,609.02,589.51
80,80 and over,554.8,514.59
