class,age,male,female
0,0 to 1,1641.13,1517.13
1,1 to 5,6335.35,5846.54
10,10 to 15,8105.34,7790.9
15,15 to 20,7132.41,7225.17
20,20 to 25,6562.79,6855.46
25,25 to 30,6577.89,6481.17
30,30 to 35,6045.99,6264.53
35,35 to 40,5851.4,6059.57
40,40 to 45,5346.05,5527.34
45,45 to 50,4779.11,4623.57
5,5 to 10,8632.72,8115.17
50,50 to 55,3817.98,4230.16
55,55 to 60,3244.85,3577.65
60,60 to 65,2856.12,3381.81
65,65 to 70,1822.69,2161.15
70,70 to 75,1058.95,1417.78
75,75 to 80,564.18,719.49
80,80 and over,429.67,606.02
