class,age,male,female
0,0 to 1,1450.8,1282.25
1,1 to 5,5600.62,4941.38
10,10 to 15,7776.6,6955.18
15,15 to 20,8670.94,7930.75
20,20 to 25,9596.07,8771.85
25,25 to 30,9274.69,8917.23
30,30 to 35,9116.25,8377.19
35,35 to 40,8423.96,7764.27
40,40 to 45,7423.04,6730.93
45,45 to 50,6543.98,5958.75
5,5 to 10,7097.65,6306.45
50,50 to 55,5570.89,5239.86
55,55 to 60,5015.1,4361.07
60,60 to 65,3751.17,3268.7
65,65 to 70,2669.95,2337.19
70,70 to 75,1764.59,1772.24
75,75 to 80,1245.21,1229.79
80,80 and over,1107.47,1155.13
