class,age,male,female
0,0 to 1,1152.49,1052.03
1,1 to 5,4449.03,4054.19
10,10 to 15,6051.5,5686.42
15,15 to 20,6531.05,6503.26
20,20 to 25,6691.96,6598.31
25,25 to 30,6582.15,6201.12
30,30 to 35,6168.39,5792.85
35,35 to 40,5730.48,5431.15
40,40 to 45,5199.22,5118.12
45,45 to 50,4771.32,4564.77
5,5 to 10,5401.72,4890.28
50,50 to 55,4077.51,4149.38
55,55 to 60,3673.96,3426.53
60,60 to 65,2993.83,2800.79
65,65 to 70,2089.47,2012.29
70,70 to 75,1296.04,1429.4
75,75 to 80,815.73,861.74
80,80 and over,646.19,746.91
