class,age,male,female
0,0 to 1,1718.06,1514.66
1,1 to 5,6632.36,5837.02
10,10 to 15,9066.02,8421.84
15,15 to 20,9977.73,9603.49
20,20 to 25,10833.85,10041.17
25,25 to 30,10882.48,10209.65
30,30 to 35,10305.03,9444.06
35,35 to 40,9537.61,8767.16
40,40 to 45,8615.64,7795.93
45,45 to 50,7660.73,6994.83
5,5 to 10,7998.44,7137.19
50,50 to 55,6507.6,6301.87
55,55 to 60,5985.68,5292.69
60,60 to 65,4696.4,4257.9
65,65 to 70,3494.14,3317.27
70,70 to 75,2461.63,2598.49
75,75 to 80,1887.14,1869.15
80,80 and over,1512.32,1596.25
