class,age,male,female
0,0 to 1,874.1,811.53
1,1 to 5,3374.34,3127.37
10,10 to 15,4267.14,4102.13
15,15 to 20,3737.16,3783.41
20,20 to 25,3393.85,3589.65
25,25 to 30,3421.59,3383.26
30,30 to 35,3146.24,3276.68
35,35 to 40,3058.31,3177.13
40,40 to 45,2784.28,2898.1
45,45 to 50,2493.39,2417.35
5,5 to 10,4613.32,4352.54
50,50 to 55,1975.89,2206.65
55,55 to 60,1668.81,1864.48
60,60 to 65,1460.82,1770.06
65,65 to 70,918.33,1122.52
70,70 to 75,525.74,723.98
75,75 to 80,270.36,359.37
80,80 and over,202.4,300.3
