class,age,male,female
0,0 to 1,1947.41,1770.35
1,1 to 5,7517.73,6822.37
10,10 to 15,10295.67,9578.12
15,15 to 20,9784.25,9365.61
20,20 to 25,10115.68,9486.61
25,25 to 30,10639.82,10036.7
30,30 to 35,10019.15,9116.42
35,35 to 40,9060.28,8306.02
40,40 to 45,7822.23,7330.83
45,45 to 50,7053.49,6566.61
5,5 to 10,9695.83,8927.05
50,50 to 55,6005.57,5862.12
55,55 to 60,5093.22,4740.34
60,60 to 65,4074.52,3919.89
65,65 to 70,3198.95,3005.79
70,70 to 75,2028.15,2217.77
75,75 to 80,1441.42,1502.24
80,80 and over,1137.78,1301.85
