class,age,male,female
0,0 to 1,1271.71,1156.8
1,1 to 5,4909.26,4457.92
10,10 to 15,6720.87,6255.06
15,15 to 20,6376.11,6104.05
20,20 to 25,6580.46,6181.06
25,25 to 30,6917.63,6529.54
30,30 to 35,6512.32,5934.26
35,35 to 40,5894.77,5413.58
40,40 to 45,5096.26,4784.84
45,45 to 50,4598.5,4286.06
5,5 to 10,6338.28,5835.24
50,50 to 55,3915.06,3826.74
55,55 to 60,3322.01,3095.1
60,60 to 65,2657.84,2559.93
65,65 to 70,2081.34,1959.05
70,70 to 75,1317.25,1443.54
75,75 to 80,933.63,975.75
80,80 and over,736.87,844.2
