class,age,male,female
0,0 to 1,1189.7,1047.93
1,1 to 5,4592.69,4038.37
10,10 to 15,6292.4,5847.7
15,15 to 20,6970.31,6687.92
20,20 to 25,7567.78,6988.32
25,25 to 30,7617.72,7139.38
30,30 to 35,7231.59,6617.21
35,35 to 40,6700.46,6148.03
40,40 to 45,6062.48,5464.48
45,45 to 50,5389.86,4894.66
5,5 to 10,5542.35,4938.25
50,50 to 55,4567.67,4404.54
55,55 to 60,4207.47,3688.96
60,60 to 65,3283.26,2972.65
65,65 to 70,2449.14,2321.61
70,70 to 75,1722.42,1817.03
75,75 to 80,1326.15,1311.96
80,80 and over,1062.35,1122.84
