class,age,male,female
0,0 to 1,849.11,771.98
1,1 to 5,3277.87,2974.96
10,10 to 15,4511.75,4211.28
15,15 to 20,4295.35,4165.97
20,20 to 25,4421.1,4187.34
25,25 to 30,4580.21,4348.33
30,30 to 35,4311.27,3958.08
35,35 to 40,3896.88,3608.39
40,40 to 45,3391.02,3207.56
45,45 to 50,3058.18,2880.55
5,5 to 10,4182.76,3844.72
50,50 to 55,2638.48,2573.07
55,55 to 60,2221.23,2072.18
60,60 to 65,1766.98,1692.25
65,65 to 70,1385.47,1312.8
70,70 to 75,911.82,999.25
75,75 to 80,645.34,670.18
80,80 and over,508.96,578.49
