class,age,male,female
0,0 to 1,876.09,810.19
1,1 to 5,3382.01,3122.22
10,10 to 15,4107.79,3924.32
15,15 to 20,4126.07,4090.8
20,20 to 25,3972.93,3677.09
25,25 to 30,3809.61,3609.3
30,30 to 35,3723.99,3596.69
35,35 to 40,3598.39,3345.6
40,40 to 45,3225.95,3186.92
45,45 to 50,2904.98,2781.94
5,5 to 10,3854.8,3603.89
50,50 to 55,2530.05,2534.8
55,55 to 60,2273.21,2331.15
60,60 to 65,2119.87,2124.28
65,65 to 70,1503.83,1563.07
70,70 to 75,930.13,1047.63
75,75 to 80,505.5,651.01
80,80 and over,453.41,581.22
