class,age,male,female
0,0 to 1,993.67,930.26
1,1 to 5,3835.93,3584.93
10,10 to 15,5161.01,4899.45
15,15 to 20,4493.06,4329.62
20,20 to 25,4206.62,4315.62
25,25 to 30,4281.88,4191.17
30,30 to 35,3964.99,3936.04
35,35 to 40,3800.82,3844.16
40,40 to 45,3544.48,3651.52
45,45 to 50,3312.39,3271.46
5,5 to 10,5198.84,4768.75
50,50 to 55,2810.73,2939.52
55,55 to 60,2448.5,2401.6
60,60 to 65,1968.85,2005.5
65,65 to 70,1343.86,1390.3
70,70 to 75,763.96,953.59
75,75 to 80,447.19,568.47
80,80 and over,349.51,440.29
