class,age,male,female
0,0 to 1,1818.5,1689.64
1,1 to 5,7020.06,6511.34
10,10 to 15,8801.6,8379.59
15,15 to 20,7384.05,7352.97
20,20 to 25,6960.95,6946.04
25,25 to 30,7232.11,6904.65
30,30 to 35,7253.01,7219.34
35,35 to 40,7187.1,6791.73
40,40 to 45,6392.81,6290.3
45,45 to 50,5692.72,5544.08
5,5 to 10,8602,8011.88
50,50 to 55,4914.26,4951.97
55,55 to 60,4191.98,4472.13
60,60 to 65,3873.92,3998.06
65,65 to 70,2566.03,2789.52
70,70 to 75,1454.18,1889.12
75,75 to 80,792.56,1141.11
80,80 and over,666.13,904.46
