class,age,male,female
0,0 to 1,210.24,185.24
1,1 to 5,811.6,713.85
10,10 to 15,1112.81,1034.04
15,15 to 20,1232.6,1182.86
20,20 to 25,1338.57,1236.57
25,25 to 30,1348.23,1263.97
30,30 to 35,1279.45,1170.81
35,35 to 40,1185.08,1087.71
40,40 to 45,1072.56,967.37
45,45 to 50,953.66,866.67
5,5 to 10,979.73,873.06
50,50 to 55,808.8,780.35
55,55 to 60,745.02,653.63
60,60 to 65,581.41,526.39
65,65 to 70,433.82,411.43
70,70 to 75,305.39,322.45
75,75 to 80,235.42,232.91
80,80 and over,188.51,199.23
