class,age,male,female
0,0 to 1,1961.56,1831.79
1,1 to 5,7572.33,7059.11
10,10 to 15,8819.8,8273.42
15,15 to 20,8062.44,8145.97
20,20 to 25,8260.1,8582.4
25,25 to 30,8681.87,8237.94
30,30 to 35,8205.15,7618.73
35,35 to 40,7469.4,6985.42
40,40 to 45,6715.55,6578.23
45,45 to 50,6190.89,5776.12
5,5 to 10,9183.12,8644.63
50,50 to 55,5140.55,5159.27
55,55 to 60,4467.1,4258.43
60,60 to 65,3593.7,3549.95
65,65 to 70,2387.46,2329.98
70,70 to 75,1366.32,1625.67
75,75 to 80,795.24,944.83
80,80 and over,641.3,745.03
