class,age,male,female
0,0 to 1,1476.94,1378.73
1,1 to 5,5701.53,5313.16
10,10 to 15,6661,6248.42
15,15 to 20,6092.62,6152.12
20,20 to 25,6240.51,6474.91
25,25 to 30,6555.13,6221.23
30,30 to 35,6194.42,5752.51
35,35 to 40,5638.95,5274.75
40,40 to 45,5068.31,4963.34
45,45 to 50,4670.86,4360.16
5,5 to 10,6920.26,6511.58
50,50 to 55,3881.98,3894.63
55,55 to 60,3371.23,3213.01
60,60 to 65,2711.33,2677.04
65,65 to 70,1806.51,1762.64
70,70 to 75,1037.63,1232.64
75,75 to 80,606.78,718.55
80,80 and over,488.98,567.77
