class,age,male,female
0,0 to 1,318.12,280.52
1,1 to 5,1228.07,1081.04
10,10 to 15,1689.96,1545.78
15,15 to 20,1880.3,1767.87
20,20 to 25,2057.44,1890.74
25,25 to 30,2036.52,1928.66
30,30 to 35,1961.94,1797.83
35,35 to 40,1815.39,1668.21
40,40 to 45,1624.16,1466.36
45,45 to 50,1438.69,1307.18
5,5 to 10,1511.8,1345.4
50,50 to 55,1221.32,1165.27
55,55 to 60,1115.49,973.21
60,60 to 65,854.48,761.67
65,65 to 70,625.49,574.81
70,70 to 75,429.53,444.84
75,75 to 80,320.7,316.92
80,80 and over,266.96,280.69
