class,age,male,female
0,0 to 1,716.31,597.29
1,1 to 5,2765.21,2301.75
10,10 to 15,3792.84,3444.05
15,15 to 20,3727.72,3408.45
20,20 to 25,3825.83,3371.73
25,25 to 30,3966.08,3663.66
30,30 to 35,3782.49,3546.84
35,35 to 40,3686.75,3284.63
40,40 to 45,3187.12,2845.32
45,45 to 50,2839.97,2582.15
5,5 to 10,3501.4,2935.19
50,50 to 55,2379.33,2481.02
55,55 to 60,2436.76,2280.52
60,60 to 65,2211.43,1932.73
65,65 to 70,1566.38,1387.92
70,70 to 75,1048.55,1008.51
75,75 to 80,738.14,678.99
80,80 and over,671.92,602.05
