class,age,male,female
0,0 to 1,2418.83,2198.91
1,1 to 5,9337.6,8473.9
10,10 to 15,12788.01,11896.75
15,15 to 20,12152.79,11632.8
20,20 to 25,12564.45,11783.1
25,25 to 30,13215.47,12466.35
30,30 to 35,12444.55,11323.3
35,35 to 40,11253.56,10316.71
40,40 to 45,9715.81,9105.45
45,45 to 50,8760.98,8156.23
5,5 to 10,12042.96,11088.08
50,50 to 55,7459.38,7281.2
55,55 to 60,6326.17,5887.86
60,60 to 65,5060.86,4868.81
65,65 to 70,3973.34,3733.42
70,70 to 75,2519.12,2754.64
75,75 to 80,1790.35,1865.9
80,80 and over,1413.21,1617
