class,age,male,female
0,0 to 1,1417.05,1181.41
1,1 to 5,5470.33,4552.77
10,10 to 15,7497.84,6800.41
15,15 to 20,7381.09,6739.46
20,20 to 25,7587.72,6686.12
25,25 to 30,7870.83,7270.61
30,30 to 35,7512.33,7034.32
35,35 to 40,7320.88,6512.42
40,40 to 45,6324.02,5638.26
45,45 to 50,5635.27,5120.85
5,5 to 10,6923.13,5800.33
50,50 to 55,4722.42,4916.66
55,55 to 60,4838.43,4520.74
60,60 to 65,4385.34,3824.53
65,65 to 70,3104.93,2747.13
70,70 to 75,2077.72,1995.35
75,75 to 80,1464.48,1346.5
80,80 and over,1334.23,1194.51
