class,age,male,female
0,0 to 1,908.65,777.59
1,1 to 5,3507.74,2996.6
10,10 to 15,4782.1,4404.81
15,15 to 20,4584.35,4540.76
20,20 to 25,4762.45,4615.5
25,25 to 30,4681.09,4390.63
30,30 to 35,4626.04,4292.47
35,35 to 40,4271.55,3895.75
40,40 to 45,3738.38,3457.89
45,45 to 50,3285.09,2971.75
5,5 to 10,4220.05,3699.61
50,50 to 55,2774.91,2665.56
55,55 to 60,2492.37,2233.78
60,60 to 65,2050.46,1902.55
65,65 to 70,1442.31,1293.19
70,70 to 75,957.4,918.63
75,75 to 80,565.41,547.26
80,80 and over,515.11,477.7
