class,age,male,female
0,0 to 1,769.94,740.2
1,1 to 5,2972.26,2852.49
10,10 to 15,3362.06,3209.19
15,15 to 20,2669.8,2720.91
20,20 to 25,2522.42,2708.35
25,25 to 30,2810.22,2612.72
30,30 to 35,2566.78,2475.41
35,35 to 40,2445.18,2335.56
40,40 to 45,2094.65,2040.99
45,45 to 50,1899.18,1844.17
5,5 to 10,3673.65,3593.68
50,50 to 55,1553.63,1523.17
55,55 to 60,1259.91,1331.85
60,60 to 65,1077.94,1212.27
65,65 to 70,733.77,880.96
70,70 to 75,389.84,526.78
75,75 to 80,191.37,275.8
80,80 and over,150.89,224.26
