class,age,male,female
0,0 to 1,996.39,839.83
1,1 to 5,3846.44,3236.42
10,10 to 15,4922.58,4555.15
15,15 to 20,5079.43,4838.94
20,20 to 25,5104.11,4952.49
25,25 to 30,5117.43,4938.95
30,30 to 35,5073.4,4751.09
35,35 to 40,4817.44,4310.52
40,40 to 45,4140.56,3868.28
45,45 to 50,3628.78,3447.87
5,5 to 10,4493.7,3995.33
50,50 to 55,3159.96,3239.24
55,55 to 60,3008.03,2820.04
60,60 to 65,2573.15,2346.88
65,65 to 70,1841.38,1669.44
70,70 to 75,1228.37,1183.56
75,75 to 80,777.28,723.92
80,80 and over,624.61,576.4
