class,age,male,female
0,0 to 1,719.18,672.9
1,1 to 5,2776.31,2593.13
10,10 to 15,3731.88,3540.37
15,15 to 20,3255.86,3133.91
20,20 to 25,3051.57,3127.89
25,25 to 30,3106.69,3039.08
30,30 to 35,2878.28,2853.92
35,35 to 40,2756.8,2784.65
40,40 to 45,2568.36,2642.96
45,45 to 50,2398.98,2367.55
5,5 to 10,3758.15,3446.28
50,50 to 55,2035.26,2127.01
55,55 to 60,1773.56,1737.87
60,60 to 65,1424.45,1451.53
65,65 to 70,973.49,1006.78
70,70 to 75,553.26,689.39
75,75 to 80,323.98,411.31
80,80 and over,252.64,318.73
