class,age,male,female
0,0 to 1,702.84,637.33
1,1 to 5,2713.21,2456.08
10,10 to 15,3693.78,3460.62
15,15 to 20,3875.27,3865.15
20,20 to 25,3949.49,3906.34
25,25 to 30,3906.09,3690.79
30,30 to 35,3678.16,3458.16
35,35 to 40,3415.17,3225.22
40,40 to 45,3084.5,3016.66
45,45 to 50,2815.65,2684.92
5,5 to 10,3291.43,2972.07
50,50 to 55,2403,2449.36
55,55 to 60,2182.16,2031.48
60,60 to 65,1788.23,1669.85
65,65 to 70,1238.75,1189.19
70,70 to 75,774.01,844.26
75,75 to 80,479.66,502.7
80,80 and over,386.36,434.01
