class,age,male,female
0,0 to 1,920.25,851.23
1,1 to 5,3552.52,3280.35
10,10 to 15,4315.28,4122.6
15,15 to 20,4326.56,4290.6
20,20 to 25,4165.53,3858.56
25,25 to 30,3996.77,3786.58
30,30 to 35,3906.47,3774.17
35,35 to 40,3773.96,3509.71
40,40 to 45,3383.41,3343.81
45,45 to 50,3047.88,2918.91
5,5 to 10,4050.04,3788.02
50,50 to 55,2653.41,2659.99
55,55 to 60,2384.05,2446.17
60,60 to 65,2226.34,2232.1
65,65 to 70,1577.61,1640.57
70,70 to 75,974.8,1099.1
75,75 to 80,529.48,683.06
80,80 and over,474.97,609.79
