class,age,male,female
0,0 to 1,1565.08,1370.7
1,1 to 5,6041.78,5282.24
10,10 to 15,8706.4,8336.4
15,15 to 20,8551.06,8427.23
20,20 to 25,8499.97,7788.77
25,25 to 30,7994.33,7647.37
30,30 to 35,7449.99,7499.4
35,35 to 40,7002.72,7070.32
40,40 to 45,6461.66,6331.39
45,45 to 50,5700.56,5372.1
5,5 to 10,7885.48,7084.83
50,50 to 55,4765.83,5033.87
55,55 to 60,4237.4,4197.8
60,60 to 65,3616.77,3675.91
65,65 to 70,2651.3,2589.27
70,70 to 75,1805.96,1987.61
75,75 to 80,1155.78,1165.6
80,80 and over,960.51,1044.71
