class,age,male,female
0,0 to 1,417.47,376.82
1,1 to 5,1611.6,1452.16
10,10 to 15,2385.52,2201.59
15,15 to 20,2432.12,2370.02
20,20 to 25,2718.11,2574.88
25,25 to 30,2672.92,2557.34
30,30 to 35,2523.2,2361.4
35,35 to 40,2368.25,2233.88
40,40 to 45,2161.64,2048.16
45,45 to 50,1939.13,1827.11
5,5 to 10,2057.41,1837.59
50,50 to 55,1661.54,1626.05
55,55 to 60,1434.89,1378.88
60,60 to 65,1200.41,1104.71
65,65 to 70,912.03,895.52
70,70 to 75,643.26,691.89
75,75 to 80,473.1,481.4
80,80 and over,378.87,409.37
