class,age,male,female
0,0 to 1,4331.52,3818.39
1,1 to 5,16721.26,14714.86
10,10 to 15,22977.5,21328.17
15,15 to 20,25413.32,24385.62
20,20 to 25,27612.34,25543.75
25,25 to 30,27836.57,26131.51
30,30 to 35,26416,24181.16
35,35 to 40,24443.31,22454.01
40,40 to 45,22123.38,19994.88
45,45 to 50,19671.72,17915.1
5,5 to 10,20218.45,18019.79
50,50 to 55,16721.07,16152.36
55,55 to 60,15395.51,13531.9
60,60 to 65,12014.62,10872.84
65,65 to 70,8961.24,8496.1
70,70 to 75,6316.32,6676.69
75,75 to 80,4871.82,4819.77
80,80 and over,3905.3,4121.21
