class,age,male,female
0,0 to 1,1629.29,1517.48
1,1 to 5,6289.65,5847.87
10,10 to 15,7639.23,7232.81
15,15 to 20,6320.54,6653.03
20,20 to 25,6053.64,6559.53
25,25 to 30,6375.21,6258.39
30,30 to 35,5853.82,5969.04
35,35 to 40,5620.81,5822.91
40,40 to 45,5244.77,5409.77
45,45 to 50,4671.72,4673.26
5,5 to 10,8873.12,8346.69
50,50 to 55,3830.44,4046.33
55,55 to 60,2921.14,3222.38
60,60 to 65,2425.75,3361.41
65,65 to 70,1698.4,2360.28
70,70 to 75,798.8,1322.3
75,75 to 80,341.57,570
80,80 and over,279.22,470.29
