class,age,male,female
0,0 to 1,941.1,885.28
1,1 to 5,3632.99,3411.57
10,10 to 15,3948.13,3773.11
15,15 to 20,3214.64,3418.14
20,20 to 25,3229.43,3494.35
25,25 to 30,3473.82,3284.29
30,30 to 35,3228.29,3120.73
35,35 to 40,3037.8,3078.2
40,40 to 45,2825.26,2846.09
45,45 to 50,2600.2,2498.37
5,5 to 10,4593.41,4497.5
50,50 to 55,2103.52,2070.7
55,55 to 60,1700.75,1774.43
60,60 to 65,1539.29,1886.69
65,65 to 70,1042.41,1249.13
70,70 to 75,463.35,645.92
75,75 to 80,201.58,308.19
80,80 and over,146.34,225.15
