class,age,male,female
0,0 to 1,1111.6,990.42
1,1 to 5,4291.16,3816.79
10,10 to 15,5865.53,5440.28
15,15 to 20,5436.97,5483.73
20,20 to 25,5342.74,5412.24
25,25 to 30,5464.43,5259.76
30,30 to 35,5213.93,4951.79
35,35 to 40,4834.09,4519.12
40,40 to 45,4294.08,4107.97
45,45 to 50,3842.53,3646.18
5,5 to 10,5195.84,4668.3
50,50 to 55,3263.06,3411.46
55,55 to 60,3107.99,2892.21
60,60 to 65,2623.89,2429.96
65,65 to 70,1737.13,1667.28
70,70 to 75,1111.87,1179.84
75,75 to 80,638.99,652.32
80,80 and over,546.32,547.75
