class,age,male,female
0,0 to 1,888.79,833.26
1,1 to 5,3431.06,3211.12
10,10 to 15,4400.75,4244.53
15,15 to 20,3383.16,3664.26
20,20 to 25,3365.54,3748.74
25,25 to 30,3504.95,3459.48
30,30 to 35,3108.22,3088.45
35,35 to 40,2961.47,3018.12
40,40 to 45,2807.13,2860.44
45,45 to 50,2507.41,2446.62
5,5 to 10,4685.63,4434.27
50,50 to 55,2094.42,2225.15
55,55 to 60,1834.64,2008.26
60,60 to 65,1891.76,1981.82
65,65 to 70,1106.06,1170.95
70,70 to 75,546.04,741.74
75,75 to 80,302.91,398.5
80,80 and over,214.88,318.23
