class,age,male,female
0,0 to 1,704.88,656.51
1,1 to 5,2721.11,2530
10,10 to 15,3302.57,3127.32
15,15 to 20,2729.91,2874.83
20,20 to 25,2613.85,2834.11
25,25 to 30,2753.75,2703.08
30,30 to 35,2527.75,2577.77
35,35 to 40,2427.15,2514.37
40,40 to 45,2264.92,2336.51
45,45 to 50,2017.53,2018.18
5,5 to 10,3839.29,3611.72
50,50 to 55,1653.97,1746.64
55,55 to 60,1260.66,1389.87
60,60 to 65,1045.73,1450.39
65,65 to 70,731.93,1018.72
70,70 to 75,344.32,571.02
75,75 to 80,147.12,246
80,80 and over,120.49,202.99
