class,age,male,female
0,0 to 1,979.09,820
1,1 to 5,3779.64,3160.02
10,10 to 15,5180.46,4707.57
15,15 to 20,5151.52,4724.61
20,20 to 25,5322.69,4711.24
25,25 to 30,5505.43,5092.66
30,30 to 35,5252.41,4907.99
35,35 to 40,5095.53,4545.29
40,40 to 45,4419.67,3944.35
45,45 to 50,3937.44,3577.8
5,5 to 10,4765.96,4012.55
50,50 to 55,3303.02,3415.44
55,55 to 60,3352.74,3116.47
60,60 to 65,3003.4,2626.37
65,65 to 70,2134.58,1898.6
70,70 to 75,1433.79,1387.62
75,75 to 80,1017.92,942.03
80,80 and over,917.89,833.12
