class,age,male,female
0,0 to 1,2606.98,2433.93
1,1 to 5,10063.91,9379.57
10,10 to 15,11780.04,11052.53
15,15 to 20,10787.48,10868.84
20,20 to 25,11011.21,11406.43
25,25 to 30,11532.17,10931.61
30,30 to 35,10877.8,10123.53
35,35 to 40,9924.09,9288.02
40,40 to 45,8913.5,8734.99
45,45 to 50,8221.76,7669.35
5,5 to 10,12219.96,11496.85
50,50 to 55,6806.66,6834.4
55,55 to 60,5917.1,5631.21
60,60 to 65,4732.21,4700.71
65,65 to 70,3154.42,3098.46
70,70 to 75,1802.29,2140.81
75,75 to 80,1045.44,1242.19
80,80 and over,841.04,978.06
