class,age,male,female
0,0 to 1,473.9,427.63
1,1 to 5,1829.42,1647.95
10,10 to 15,2705.58,2495.95
15,15 to 20,2761.85,2688.94
20,20 to 25,3086.19,2922.09
25,25 to 30,3034.13,2903.13
30,30 to 35,2865.85,2681.36
35,35 to 40,2689.24,2535.82
40,40 to 45,2453.4,2323.2
45,45 to 50,2200.32,2072.26
5,5 to 10,2335.25,2085.59
50,50 to 55,1885.18,1843.93
55,55 to 60,1628.97,1563.26
60,60 to 65,1360.72,1251.39
65,65 to 70,1033,1012.98
70,70 to 75,728.03,782.49
75,75 to 80,535.2,544.42
80,80 and over,429.11,463.46
