class,age,male,female
0,0 to 1,1066.71,987.67
1,1 to 5,4117.89,3806.14
10,10 to 15,5608.17,5325.51
15,15 to 20,6291.55,6340.93
20,20 to 25,6249.1,5891.75
25,25 to 30,6053.91,5531.69
30,30 to 35,5847.67,5422.16
35,35 to 40,5522.19,5144.18
40,40 to 45,4968.05,4853.53
45,45 to 50,4443.27,4272.28
5,5 to 10,4644.47,4285.03
50,50 to 55,3885.94,3935.81
55,55 to 60,3489.34,3360.18
60,60 to 65,2920.45,2858.21
65,65 to 70,2154.05,2238.94
70,70 to 75,1406.98,1553.2
75,75 to 80,781.26,960.34
80,80 and over,667.61,755.99
