class,age,male,female
0,0 to 1,1102.95,1019.99
1,1 to 5,4257.78,3930.7
10,10 to 15,5171.43,4940.46
15,15 to 20,5194.75,5150.34
20,20 to 25,5001.99,4629.41
25,25 to 30,4796.25,4544.04
30,30 to 35,4688.41,4528.09
35,35 to 40,4530.24,4211.97
40,40 to 45,4061.36,4012.23
45,45 to 50,3657.28,3502.36
5,5 to 10,4852.86,4536.99
50,50 to 55,3185.27,3191.24
55,55 to 60,2861.97,2934.87
60,60 to 65,2668.92,2674.44
65,65 to 70,1893.36,1967.92
70,70 to 75,1171.08,1318.97
75,75 to 80,636.45,819.63
80,80 and over,570.88,731.79
