class,age,male,female
0,0 to 1,1914.4,1839.86
1,1 to 5,7390.3,7090.25
10,10 to 15,8340.91,7959.36
15,15 to 20,6586.4,6715.66
20,20 to 25,6221.6,6695.95
25,25 to 30,6960.08,6466.88
30,30 to 35,6352.72,6124.01
35,35 to 40,6060.2,5785.98
40,40 to 45,5192.59,5052.82
45,45 to 50,4713.11,4578.91
5,5 to 10,9146.76,8950.35
50,50 to 55,3862.68,3779.88
55,55 to 60,3128.59,3307.95
60,60 to 65,2683.13,3015.15
65,65 to 70,1820.95,2185.79
70,70 to 75,966.44,1306.81
75,75 to 80,471.92,681.09
80,80 and over,371.82,551.97
