class,age,male,female
0,0 to 1,1111.37,1033.72
1,1 to 5,4290.3,3983.62
10,10 to 15,5353.99,5095.95
15,15 to 20,4480.39,4478.37
20,20 to 25,4227.48,4247.12
25,25 to 30,4404.22,4208.77
30,30 to 35,4385.66,4367.79
35,35 to 40,4335.2,4117.79
40,40 to 45,3862.74,3809.57
45,45 to 50,3441.24,3356.18
5,5 to 10,5305.05,4951.23
50,50 to 55,2959.65,2987.71
55,55 to 60,2508.14,2679.47
60,60 to 65,2303.92,2415.5
65,65 to 70,1530.2,1687.07
70,70 to 75,859.66,1128.92
75,75 to 80,463.89,671.09
80,80 and over,389.23,532.79
