class,age,male,female
0,0 to 1,2071.56,1774.23
1,1 to 5,7996.97,6837.32
10,10 to 15,10903.02,10044.03
15,15 to 20,10441.3,10346.21
20,20 to 25,10833.97,10509.49
25,25 to 30,10658.15,10002.56
30,30 to 35,10525.92,9771.65
35,35 to 40,9720.03,8868.97
40,40 to 45,8508.9,7875.26
45,45 to 50,7479.43,6772.51
5,5 to 10,9622.18,8439.89
50,50 to 55,6318.43,6080.66
55,55 to 60,5682.77,5097.31
60,60 to 65,4678.19,4340.45
65,65 to 70,3286.01,2950.52
70,70 to 75,2179.77,2095.74
75,75 to 80,1286.34,1246.27
80,80 and over,1170.71,1086.95
