class,age,male,female
0,0 to 1,1144.17,1007.8
1,1 to 5,4416.92,3883.73
10,10 to 15,6299.34,6050.24
15,15 to 20,6046.51,6012.66
20,20 to 25,5971.71,5548.07
25,25 to 30,5645.37,5412.57
30,30 to 35,5230.6,5287.56
35,35 to 40,4924.38,5000.01
40,40 to 45,4561.15,4497.57
45,45 to 50,4025.55,3807.73
5,5 to 10,5797.35,5238.29
50,50 to 55,3360.59,3572.08
55,55 to 60,2986.4,2996.08
60,60 to 65,2600.43,2668.29
65,65 to 70,1871.1,1843.11
70,70 to 75,1248.56,1395.67
75,75 to 80,786.93,805.2
80,80 and over,649.11,717.48
