class,age,male,female
0,0 to 1,757.7,704.63
1,1 to 5,2924.98,2715.4
10,10 to 15,3686.12,3542.98
15,15 to 20,3218.02,3259.72
20,20 to 25,2914.38,3097.49
25,25 to 30,2945.62,2916.36
30,30 to 35,2707.96,2822.75
35,35 to 40,2634.95,2739.83
40,40 to 45,2397.69,2500.34
45,45 to 50,2148.26,2084.98
5,5 to 10,4004.07,3782.29
50,50 to 55,1699.45,1901.54
55,55 to 60,1432.25,1608
60,60 to 65,1255.63,1530.95
65,65 to 70,785.54,968.26
70,70 to 75,445.43,619.64
75,75 to 80,226.03,305.29
80,80 and over,167.71,254.1
