class,age,male,female
0,0 to 1,323.45,295.44
1,1 to 5,1248.64,1138.53
10,10 to 15,1687.41,1606.95
15,15 to 20,1891.19,1856.97
20,20 to 25,2083.85,1904.22
25,25 to 30,2021.98,1779.71
30,30 to 35,1845.7,1642.95
35,35 to 40,1669.93,1505.49
40,40 to 45,1457.68,1393.45
45,45 to 50,1321.31,1246.69
5,5 to 10,1466.87,1358.82
50,50 to 55,1116.22,1099.83
55,55 to 60,1006.01,882.88
60,60 to 65,758.92,743.04
65,65 to 70,562.72,549.18
70,70 to 75,340.75,377.16
75,75 to 80,216.72,261.92
80,80 and over,193.98,216.63
