class,age,male,female
0,0 to 1,1726.37,1614.78
1,1 to 5,6664.41,6222.82
10,10 to 15,8971.52,8511.56
15,15 to 20,7832.63,7546.02
20,20 to 25,7359.16,7525.73
25,25 to 30,7500.11,7331.02
30,30 to 35,6949.58,6876.4
35,35 to 40,6647.12,6699.73
40,40 to 45,6181.87,6348.86
45,45 to 50,5770.13,5688.04
5,5 to 10,9019,8273.77
50,50 to 55,4896.82,5109.87
55,55 to 60,4262.01,4173.45
60,60 to 65,3426.54,3484.07
65,65 to 70,2350.13,2423.11
70,70 to 75,1341.69,1666.23
75,75 to 80,792.24,998.18
80,80 and over,619.5,776.85
