class,age,male,female
0,0 to 1,949.38,878.4
1,1 to 5,3664.95,3385.06
10,10 to 15,4973.51,4727.59
15,15 to 20,5577.34,5618.04
20,20 to 25,5537.86,5200.31
25,25 to 30,5358.6,4880.68
30,30 to 35,5159.1,4773.4
35,35 to 40,4864.67,4519
40,40 to 45,4364.6,4257.34
45,45 to 50,3898.92,3746.65
5,5 to 10,4129.7,3810.43
50,50 to 55,3413.51,3461.63
55,55 to 60,3072.65,2969.83
60,60 to 65,2597.84,2534.57
65,65 to 70,1915.49,1972.69
70,70 to 75,1243.81,1365.92
75,75 to 80,690.52,842.45
80,80 and over,591.79,669.06
