class,age,male,female
0,0 to 1,1882.17,1718.11
1,1 to 5,7265.86,6621.03
10,10 to 15,9882.9,9286.68
15,15 to 20,10666.07,10620.68
20,20 to 25,10928.86,10775.92
25,25 to 30,10749.52,10127.25
30,30 to 35,10073.8,9460.49
35,35 to 40,9358.64,8869.79
40,40 to 45,8491.03,8358.57
45,45 to 50,7792.2,7454.88
5,5 to 10,8821.73,7986.48
50,50 to 55,6659.12,6776.48
55,55 to 60,6000.06,5595.98
60,60 to 65,4889.32,4574.07
65,65 to 70,3412.39,3286.34
70,70 to 75,2116.6,2334.41
75,75 to 80,1332.2,1407.34
80,80 and over,1055.31,1219.8
