class,age,male,female
0,0 to 1,1677.71,1581.81
1,1 to 5,6476.6,6095.78
10,10 to 15,7974.38,7626.22
15,15 to 20,6748.58,6850.31
20,20 to 25,6396.78,6444
25,25 to 30,6516.33,6164.25
30,30 to 35,6300.5,6300.7
35,35 to 40,5985.75,5720.35
40,40 to 45,5375.06,5533.12
45,45 to 50,5016.48,4822.2
5,5 to 10,7547.66,7304.15
50,50 to 55,4174.63,4446.82
55,55 to 60,3750.03,4063.49
60,60 to 65,3948.08,4158.94
65,65 to 70,2539.33,2790.12
70,70 to 75,1413.73,1789.46
75,75 to 80,723.04,1119.87
80,80 and over,650.41,986.29
