class,age,male,female
0,0 to 1,496.92,466.18
1,1 to 5,1918.31,1796.52
10,10 to 15,2539.57,2402.67
15,15 to 20,2202.69,2124.56
20,20 to 25,2050.74,2106.74
25,25 to 30,2083.93,2025.26
30,30 to 35,1919.11,1899.8
35,35 to 40,1831.95,1846.64
40,40 to 45,1699.26,1749.98
45,45 to 50,1591.24,1566.56
5,5 to 10,2562.76,2359
50,50 to 55,1337.93,1400.85
55,55 to 60,1163.05,1142.09
60,60 to 65,926.34,959.32
65,65 to 70,633.14,663.68
70,70 to 75,353.3,443.99
75,75 to 80,205.13,261.48
80,80 and over,159.07,201.79
