class,age,male,female
0,0 to 1,1165.67,1090.58
1,1 to 5,4499.94,4202.73
10,10 to 15,5792.12,5585.5
15,15 to 20,4498.79,4851.33
20,20 to 25,4469.83,4939.48
25,25 to 30,4634.4,4569.02
30,30 to 35,4118.72,4097.43
35,35 to 40,3923.05,3998.22
40,40 to 45,3713.58,3779.85
45,45 to 50,3315.54,3230.94
5,5 to 10,6137.56,5799.86
50,50 to 55,2768.04,2942.22
55,55 to 60,2425.34,2646.22
60,60 to 65,2481.57,2600.87
65,65 to 70,1463.44,1546.59
70,70 to 75,734.23,987.47
75,75 to 80,410.2,532
80,80 and over,294.15,427.5
