class,age,male,female
0,0 to 1,1167.19,1098.13
1,1 to 5,4505.79,4231.86
10,10 to 15,4878.88,4665.12
15,15 to 20,3957.16,4214.62
20,20 to 25,3970.12,4301.99
25,25 to 30,4272.78,4035.12
30,30 to 35,3968.04,3837.41
35,35 to 40,3734.97,3785.59
40,40 to 45,3476.88,3505.82
45,45 to 50,3202.44,3077.76
5,5 to 10,5695.44,5580.1
50,50 to 55,2591.01,2548.08
55,55 to 60,2094.31,2183.68
60,60 to 65,1896.54,2327.17
65,65 to 70,1282.46,1538.98
70,70 to 75,569.32,795.72
75,75 to 80,246.82,378.82
80,80 and over,179.08,275.15
