class,age,male,female
0,0 to 1,727.81,667.12
1,1 to 5,2809.63,2570.87
10,10 to 15,3681.71,3513.47
15,15 to 20,3681.72,3561.23
20,20 to 25,3715.69,3588.39
25,25 to 30,3660.76,3443.33
30,30 to 35,3413.98,3292.35
35,35 to 40,3267.61,3044.97
40,40 to 45,2891.04,2810.55
45,45 to 50,2671.17,2454.46
5,5 to 10,3522.91,3260.41
50,50 to 55,2138.04,2118.69
55,55 to 60,1899.56,1715.92
60,60 to 65,1390.09,1440.41
65,65 to 70,996.55,1040.87
70,70 to 75,600.92,652.84
75,75 to 80,336.44,388.4
80,80 and over,267.35,302.76
