class,age,male,female
0,0 to 1,1522.44,1421.98
1,1 to 5,5877.17,5479.87
10,10 to 15,6924.87,6502.54
15,15 to 20,6304.45,6345.69
20,20 to 25,6413.54,6657.46
25,25 to 30,6725.01,6395.86
30,30 to 35,6346.37,5921.98
35,35 to 40,5799.24,5456.69
40,40 to 45,5228.54,5142.22
45,45 to 50,4825.2,4522.68
5,5 to 10,7190.08,6754.1
50,50 to 55,4013.48,4041.69
55,55 to 60,3488.37,3333.16
60,60 to 65,2806.23,2779.02
65,65 to 70,1868.42,1832.47
70,70 to 75,1068.69,1276.67
75,75 to 80,622.3,743.62
80,80 and over,500.56,585.46
