class,age,male,female
0,0 to 1,758.69,728.63
1,1 to 5,2928.83,2807.91
10,10 to 15,3296.58,3143.93
15,15 to 20,2577.16,2629.18
20,20 to 25,2432.49,2626.83
25,25 to 30,2740.34,2546.56
30,30 to 35,2502.62,2412.37
35,35 to 40,2392.94,2282.98
40,40 to 45,2052.62,1992.31
45,45 to 50,1864.01,1813.1
5,5 to 10,3632.29,3553.31
50,50 to 55,1534.72,1497.48
55,55 to 60,1240.61,1313.25
60,60 to 65,1071.57,1200.27
65,65 to 70,723.02,865.02
70,70 to 75,383.41,518.16
75,75 to 80,185.68,268.78
80,80 and over,146.78,216.75
