class,age,male,female
0,0 to 1,1427.51,1297.87
1,1 to 5,5510.72,5001.59
10,10 to 15,7546.87,7018.45
15,15 to 20,7230.36,6909.27
20,20 to 25,7473.79,6996.27
25,25 to 30,7827.65,7368.72
30,30 to 35,7360.7,6693.09
35,35 to 40,6663.42,6113.76
40,40 to 45,5754.18,5386.55
45,45 to 50,5185.95,4827.12
5,5 to 10,7092.02,6529.98
50,50 to 55,4420.34,4299.19
55,55 to 60,3761.63,3482.74
60,60 to 65,2980.09,2862.2
65,65 to 70,2348.74,2212.15
70,70 to 75,1482.59,1618.68
75,75 to 80,1058.68,1103.89
80,80 and over,837.32,960.44
