class,age,male,female
0,0 to 1,1392.12,1266.09
1,1 to 5,5374.09,4879.12
10,10 to 15,7528.69,7108.04
15,15 to 20,7212.14,7308.86
20,20 to 25,7309.29,7161.54
25,25 to 30,7166.86,6967.27
30,30 to 35,6735.66,6391.39
35,35 to 40,6077.75,5839.41
40,40 to 45,5445.67,5323.79
45,45 to 50,4913.59,4823.75
5,5 to 10,6597.36,6026.7
50,50 to 55,4441.7,4317.77
55,55 to 60,3644.63,3428.22
60,60 to 65,2841.33,2676.29
65,65 to 70,2217.28,2165.23
70,70 to 75,1654.8,1825.74
75,75 to 80,1155.97,1186.93
80,80 and over,909.2,1011.51
