class,age,male,female
0,0 to 1,1071.38,953.37
1,1 to 5,4135.91,3673.99
10,10 to 15,5492.14,5074.18
15,15 to 20,5519.12,5544.75
20,20 to 25,5985.93,5838.02
25,25 to 30,5836.18,5555.49
30,30 to 35,5341.31,5008.37
35,35 to 40,4863.65,4589.38
40,40 to 45,4281.32,4108.03
45,45 to 50,3812.6,3769.05
5,5 to 10,4947.14,4490.83
50,50 to 55,3355.59,3452.3
55,55 to 60,3017.7,3010.47
60,60 to 65,2567.84,2374.44
65,65 to 70,1836.63,1778
70,70 to 75,1322.48,1403.8
75,75 to 80,942.91,950.04
80,80 and over,763.23,785.29
